term,pos,notes,is_case_sensitive,translation_af,notes_af,translation_ar,notes_ar,translation_ar_eg,notes_ar_eg,translation_ar_iq,notes_ar_iq,translation_az,notes_az,translation_az_az,notes_az_az,translation_bn,notes_bn,translation_bn_bd,notes_bn_bd,translation_bn_in,notes_bn_in,translation_ca,notes_ca,translation_cmn,notes_cmn,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_es,notes_es,translation_es_419,notes_es_419,translation_es_ar,notes_es_ar,translation_es_co,notes_es_co,translation_es_es,notes_es_es,translation_es_mx,notes_es_mx,translation_et,notes_et,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_hi,notes_hi,translation_hi_in,notes_hi_in,translation_hu,notes_hu,translation_id,notes_id,translation_id_id,notes_id_id,translation_it,notes_it,translation_it_it,notes_it_it,translation_ja,notes_ja,translation_ka,notes_ka,translation_kn,notes_kn,translation_ko,notes_ko,translation_ko_kr,notes_ko_kr,translation_ky,notes_ky,translation_lo_la,notes_lo_la,translation_lt,notes_lt,translation_mn,notes_mn,translation_mr,notes_mr,translation_mr_in,notes_mr_in,translation_ms,notes_ms,translation_my,notes_my,translation_nb,notes_nb,translation_ne,notes_ne,translation_nl,notes_nl,translation_pa,notes_pa,translation_pl,notes_pl,translation_pl_pl,notes_pl_pl,translation_ps,notes_ps,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_pt_mz,notes_pt_mz,translation_pt_pt,notes_pt_pt,translation_ro,notes_ro,translation_ru,notes_ru,translation_ru_ru,notes_ru_ru,translation_si_lk,notes_si_lk,translation_sq_al,notes_sq_al,translation_sv,notes_sv,translation_te,notes_te,translation_tr,notes_tr,translation_tzm,notes_tzm,translation_uk,notes_uk,translation_uk_ua,notes_uk_ua,translation_ur,notes_ur,translation_vi,notes_vi,translation_zh,notes_zh,translation_zh-hans,notes_zh-hans,translation_zh_cn,notes_zh_cn,translation_zh_hk,notes_zh_hk,translation_zh_sg,notes_zh_sg,translation_zh_tw,notes_zh_tw
inherit||inherits,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,継承,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herdar||herdam||herde||herda,,,,herdar||herda||herdam||herdaria||herde||herdará,,,,наследовать,,,,,,,,,,,,,,,,успадкувати,,inherit||inherits,,,,,,,,,,继承,,,,,,,
initialization,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初期化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inicjalizacja,,,,,,,,inicialização,,,,inicialização||inicializações||Initialization,,,,инициализация,,,,,,,,,,,,,,,,ініціалізація,,initialization,,,,,,,,,,初始化,,,,,,,
injection,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wstrzyknięcie,,,,,,,,injeção,,,,injeção,,,,инъекция,,,,,,,,,,,,,,,,ін'єкція,,injection,,,,,,,,,,注入,在解释器动态执行命令时，通过传入特殊的元字符或语句改变程序的正常执行逻辑。,,,,,,
instance,noun,,false,,,مثيل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インスタンス,,,,,,인스턴스,,,,,,,,,,,,,,,,,,,,,,,,,,,,instancja,,,,,,,,instância,,,,instância||instâncias||instance,,,,экземпляр,,,,,,,,,,,,,,,,екземпляр,,instance,,,,,,,,,,实例,,,,,,,
instruction||instructions,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,命令||指示||説明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instrukcja,,,,,,,,instrução||instruções,,,,instrução||instruções,,,,инструкция,,,,,,,,,,,,,,,,інструкція,,instruction||instructions,,,,,,,,,,指令,,,,,,,
integer,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,整数,,,,,,정수형,,,,,,,,,,,,,,,,,,,,,,,,,,,,liczba całkowita,,,,,,,,inteiro||inteiros||inteira||inteiras,,,,inteiro||inteira||inteiras||inteiros||integer||int,,,,целое число,,,,,,,,,,,,tamsayı,,,,ціле число,,integer,,,,,,,,,,整数,整数类型,,,,,,
integer division||integer divisions,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,divisão inteira||divisões inteiras,,,,divisão inteira||divisões inteiras,,,,целочисленное деление,,,,,,,,,,,,,,,,цілочисельне ділення,,integer division||integer divisions,,,,,,,,,,整数除法,,,,,,,
interactive,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,対話型||インタラクティブ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interaktywny,,,,,,,,interativo||interativa||interativos||interativas,,,,interativo||interactive||interativos||interativa||interativas,,,,интерактивный,,,,,,,,,,,,,,,,інтерактивний,,interactive,,,,,,,,,,交互,,,,,,,
interactive session,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sesja interaktywna,,,,,,,,sessão interativa,,,,sessão interativa,,,,интерактивный сеанс||интерактивная сессия,,,,,,,,,,,,,,,,інтерактивна сесія,,interactive session,,,,,,,,,,交互式会话,,,,,,,
interface||interfaces,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターフェース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interfejs||interfejsu,,,,,,,,interface,,,,interface||interfaces,,,,интерфейс,,,,,,,,,,,,,,,,інтерфейс,,interface,,,,,,,,,,接口,,,,,,,
internationalization,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国際化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,internacjonalizacja,,,,,,,,internacionalização,,,,internacionalização,,,,интернационализация,,,,,,,,,,,,,,,,інтернаціоналізація,,internationalization,,,,,,,,,,国际化,,,,,,,
interpolation,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,補間,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpolacja,,,,,,,,interpolação,,,,interpolação,,,,интерполяция,,,,,,,,,,,,,,,,інтерполяція,,interpolation,,,,,,,,,,插值,,,,,,,
interpreter||interpreters,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διερμηνευτής,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インタープリタ,,,,,,인터프리터,,,,,,,,,,,,,,,,,,,,,,,,,,,,interpreter||interpretery,,,,,,,,interpretador||interpretadores,,,,interpretador||interpretadores||intérprete||intérpretes,,,,интерпретатор,,,,,,,,,,,,,,,,інтерпретатор,,interpreter||interpreters,,,,,,,,,,解释器,,,,,,,
interpreter shutdown,,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desligamento do interpretador,,,,encerramento do interpretador,,,,остановка интерпретатора,,,,,,,,,,,,,,,,,,interpreter shutdown,,,,,,,,,,解释器关闭,,,,,,,
invariant,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invariante||invariantes,"Não há aqui relação semântica com o termo ""variável"".",,,invariante||invariantes,,,,инвариант,,,,,,,,,,,,,,,,інваріант,,invariant,,,,,,,,,,不变量,,,,,,,
inverse hyperbolic cosine,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosseno hiperbólico inverso,,,,cosseno hiperbólico inverso,,,,ареакосинус||обратный гиперболический косинус,,,,,,,,,,,,,,,,,,inverse hyperbolic cosine,,,,,,,,,,反双曲余弦,,,,,,,
invoke||invokes||invoked||invoking,verb,"https://www.grammarly.com/blog/invoke-evoke
""For example, if we would like to invoke the spirit of Mozart, then we would want to summon the famous composer’s spirit into being.""",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,invocar||invocam||invoca||invocado||invocada||invocados||invocadas||invocando,,,,invocar||invoca||invocado||invocando||invocada||invocados||invocará||invocação||invocador||invocadas||invoque||chamada||chamadas||chamado||chamados||invocadora||invocadores||invocadoras,,,,вызвать,,,,,,,,,,,,,,,,викликати,,invoke||invokes||invoked||invoking,,,,,,,,,,唤出||唤起,https://www.cnblogs.com/dalovess/p/6946913.html,,,,,,
issue tracker,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issue tracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,issuetracker,,,,,,,,,,,,rastreador de problemas,,,,rastreador de problemas,,,,система отслеживания ошибок,,,,,,,,,,,,,,,,відстежувач помилок||відстежувача помилок,,issue tracker,,,,,,,,,,问题追踪,,,,,,,
iterable||iterables,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イテラブル||iterable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterable,,,,,,,,iterável||iteráveis,,,,iterável||iteráveis||iterable||iterables||iteravel,,,,итерируемый объект,,,,,,,,,,,,,,,,ітерабельний,,iterable||iterables,,,,,,,,,,可迭代,,,,,,,
iterator||iterators,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イテレータ,,,,,,이터레이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterator,,,,,,,,iterador||iteradora||iteradores||iteradoras,,,,iterador||iterator||iteradores,,,,итератор,,,,,,,,,,,,,,,,ітератор,,iterator,,,,,,,,,,迭代器,,,,,,,
key function||key functions,noun,,false,,,دالّة المفتاح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,função chave||funções chave,função para gerar chave de ordenação,,,função-chave||funções-chave||função de chave,,,,функция ключа,,,,,,,,,,,,,,,,ключова функція,,key function||key functions,,,,,,,,,,键函数,,,,,,,
keyword||keywords,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,キーワード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,palavra reservada||palavras reservadas,Sem hífen,,,palavras reservadas||palavra reservada||keywords||keyword,,,,ключевое слово||зарезервированное слово,,,,,,,,,,,,,,,,ключове слово,,keyword||keywords,,,,,,,,,,关键字,,,,,,,
keyword argument||keyword arguments,noun,,false,,,معطى كلمة مفتاحية,,,,,,,,,,,,,,,,,,,,pojmenovaný argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,キーワード引数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,argument nazwany,,,,,,,,argumento nomeado||argumentos nomeados,,,,argumento nomeado||argumentos nomeados||argumentos que não são nomeados||argumento não nomeado,,,,именованный аргумент,,,,,,,,,,,,,,,,ключовий аргумент,,keyword argument||keyword arguments,,,,,,,,,,关键字参数,,,,,,,
keyword-only,adjective,See https://docs.python.org/3/glossary.html#keyword-only-parameter,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,キーワード専用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,somente-nomeado||somente-nomeados||somente-nomeada||somente-nomeadas,See https://docs.python.org/pt-br/3/glossary.html#keyword-only-parameter,,,exclusivamente nomeados||exclusivamente nomeado||keyword-only,,,,только-именованный,О параметре функции.,,,,,,,,,,,,,,,,,keyword-only,,,,,,,,,,仅限关键字,,,,,,,
lambda,noun,,false,,,,,,,,,,,,,,,,,,,,,,,anonymní funkce; lambda funkce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ラムダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lambda,,,,lambda,,,,лямбда,,,,,,,,,,,,,,,,лямбда,,lambda,,,,,,,,,,lambda,,,,,,,
language bindings,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ligações de linguagem,,,,ligações de linguagem,,,,языковые привязки,,,,,,,,,,,,,,,,,,language bindings,,,,,,,,,,语言绑定,,,,,,,
layer,noun,,false,,,طبقة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,層||レイヤ,,,,,,레이어,,,,,,,,,,,,,,,,,,,,,,,,,,,,warstwa,,,,,,,,camada,,,,camada,,,,слой,,,,,,,,,,,,,,,,шар,,layer,,,,,,,,,,层,,,,,,,
leap seconds,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segundo intercalar,,,,segundos intercalares,,,,високосные секунды,,,,,,,,,,,,,,,,,,leap seconds,,,,,,,,,,闰秒,,,,,,,
legacy version,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,옛 버전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,versão legada,,,,versão antiga,,,,устаревшая версия,,,,,,,,,,,,,,,,,,legacy version,,,,,,,,,,传统版本,,,,,,,
length,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,długość,,,,,,,,comprimento,,,,comprimento||length||tamanho||comprimentos,,,,длина,,,,,,,,,,,,,,,,довжина,,length,,,,,,,,,,长度,,,,,,,
lineterminator,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminador de linha,,,,terminador de linha,,,,линейный детерминатор,,,,,,,,,,,,,,,,,,lineterminator,,,,,,,,,,行结束符,,,,,,,
list comprehension||list comprehensions,noun,,false,,,,,,,,,,,,,,,,,,,,,,,generátor seznamu; intenzionální seznam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,リスト内包表記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,compreensão de lista||compreensões de lista,"O termo abrangência de lista também é utilizado e aceito (e era o termo utilizado no tutorial de v2.7 . Contudo, existem mais ocorrências na Internet (em uma busca Google) de compreensão de lista. Além disso, o termo original deriva de ""set comprehension"", do campo da matemática, é traduzido como compreensão de conjuntos.

Uma fonte: https://pt.wikipedia.org/wiki/Conjunto#Nota%C3%A7%C3%A3o_matem%C3%A1tica",,,compreensão de lista||compreensões de lista||list comprehension||compreensões de listas,,,,списковое включение,,,,,,,,,,,,,,,,,,list comprehension||list comprehensions,,,,,,,,,,列表推导式,,,,,,,
literal||literals,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,リテラル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literał||literały,,,,,,,,literal||literais,"Em português, literal é substantivo masculino (o literal)",,,literal||literais,,,,литерал,,,,,,,,,,,,,,,,літерал||літерала||літералу||літералом||літерали||літералів||літералам||літералами,,literal||literals,,,,,,,,,,字面值,,,,,,,
loader||loaders,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carregador||carregadores,,,,carregador||carregadores||loader||loaders,,,,загрузчик,,,,,,,,,,,,,,,,,,loader||loaders,,,,,,,,,,加载器,,,,,,,
local variable||local variables,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,局所変数||ローカル変数,元々「局所変数」で登録されていたが、その語は数例しか使われていない。現行大多数を占める「ローカル変数」を追加した。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zmienna lokalna,,,,,,,,variável local||variáveis locais,,,,variável local||variáveis locais,,,,локальная переменная,,,,,,,,,,,,,,,,локальна змінна,,local variable||local variables,,,,,,,,,,局部变量,本地变量,,,,,,
locale||locales,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロケール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,localidade||localidades,,,,localidade||locale||local||localização||localizações,,,,локаль,,,,,,,,,,,,,,,,локаль,,locale,,,,,,,,,,语言环境,,,,,,,
locale encoding,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,codificação da localidade,,,,codificação local||codificação de localidade||codificação de localização,,,,кодировка языка,,,,,,,,,,,,,,,,,,locale encoding,,,,,,,,,,语言环境编码,,,,,,,
locale-independent,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independente do local||independentes de localidade,,,,независимый от языка,,,,,,,,,,,,,,,,,,locale-independent,,,,,,,,,,语言环境无关,,,,,,,
lock||locks||locking,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trava||travas||travamento,,,,bloqueio||bloqueios||Bloqueia||bloquear||fixar||lock||bloqueiam,,,,блокировка||мьютекс,,,,,,,,,,,,,,,,,,lock||locks||locking,,,,,,,,,,锁,,,,,,,
lookahead,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lookahead||verificação adiante,,,,lookahead||Antevisão,,,,,,,,,,,,,,,,,,,,,,lookahead,,,,,,,,,,前视,"lookahead 和 lookbehind ，统称为 lookahead 。lookahead 有个比较通用的翻译叫做“环视”。那么，lookahead 译做“前视”，lookbehind 译做“后视”是比较自然贴切的。而修饰断言的 positive 和 negative 则分别译为“肯定型”和“否定型”。

在英文中，提及环视结构时，zero-width, positive, assertion 这几个词都是可选的，但国内的翻译都基本固定带有“断言”或者“零宽”，无法一一对应英文原文的行文习惯。

“前视”、“肯定型前视”、“前视断言”、“零宽前视断言”这样的翻译则能很好对应原文用词。",,,,,,
lookahead assertion,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asserção de lookahead||asserção de antecedência,,,,asserção de antevisão||asserções de antevisão,,,,,,,,,,,,,,,,,,,,,,lookahead assertion,,,,,,,,,,前视断言,"lookahead 和 lookbehind ，统称为 lookahead 。lookahead 有个比较通用的翻译叫做“环视”。那么，lookahead 译做“前视”，lookbehind 译做“后视”是比较自然贴切的。而修饰断言的 positive 和 negative 则分别译为“肯定型”和“否定型”。

在英文中，提及环视结构时，zero-width, positive, assertion 这几个词都是可选的，但国内的翻译都基本固定带有“断言”或者“零宽”，无法一一对应英文原文的行文习惯。

“前视”、“肯定型前视”、“前视断言”、“零宽前视断言”这样的翻译则能很好对应原文用词。",,,,,,
lookbehind,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lookbehind||verificação retroativa,,,,lookbehind||retrovisão,,,,,,,,,,,,,,,,,,,,,,lookbehind,,,,,,,,,,后视,"lookahead 和 lookbehind ，统称为 lookahead 。lookahead 有个比较通用的翻译叫做“环视”。那么，lookahead 译做“前视”，lookbehind 译做“后视”是比较自然贴切的。而修饰断言的 positive 和 negative 则分别译为“肯定型”和“否定型”。

在英文中，提及环视结构时，zero-width, positive, assertion 这几个词都是可选的，但国内的翻译都基本固定带有“断言”或者“零宽”，无法一一对应英文原文的行文习惯。

“前视”、“肯定型前视”、“前视断言”、“零宽前视断言”这样的翻译则能很好对应原文用词。",,,,,,
lookbehind assertion,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asserção de lookbehind||asserção de antecedência,,,,afirmação lookbehind,,,,,,,,,,,,,,,,,,,,,,lookbehind assertion,,,,,,,,,,后视断言,"lookahead 和 lookbehind ，统称为 lookahead 。lookahead 有个比较通用的翻译叫做“环视”。那么，lookahead 译做“前视”，lookbehind 译做“后视”是比较自然贴切的。而修饰断言的 positive 和 negative 则分别译为“肯定型”和“否定型”。

在英文中，提及环视结构时，zero-width, positive, assertion 这几个词都是可选的，但国内的翻译都基本固定带有“断言”或者“零宽”，无法一一对应英文原文的行文习惯。

“前视”、“肯定型前视”、“前视断言”、“零宽前视断言”这样的翻译则能很好对应原文用词。",,,,,,
low-level,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,低レベル||低水準,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niskopoziomowe,,,,,,,,baixo nível,,,,baixo nível,,,,низкоуровневый,,,,,,,,,,,,,,,,низькорівневий,,low-level,,,,,,,,,,底层,,,,,,,
low-level,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,低レベル||低水準,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baixo nível,,,,baixo nível,,,,низкоуровневый,,,,,,,,,,,,,,,,,,low-level,,,,,,,,,,底层,,,,,,,
machinery,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maquinário||mecanismo,,,,maquinaria||mecanismo||máquina,,,,механизм,,,,,,,,,,,,,,,,,,machinery,,,,,,,,,,机制,,,,,,,
macro||macros,noun,,false,,,ماكرو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マクロ,,,,,,매크로,,,,,,,,,,,,,,,,,,,,,,,,,,,,makro,,,,,,,,macro||macros,,,,macro||macros,,,,макрос,,,,,,,,,,,,,,,,макрос,,macro||macros,,,,,,,,,,宏,,,,,,,
magic method,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magiczna metoda,,,,,,,,método mágico,,,,método mágico||método especial,,,,магический метод,,,,,,,,,,,,,,,,,,magic method,,,,,,魔术方法,首尾双下划线的方法，被Python在某些时候自动调用。,,,魔术方法,,,,,,,
maintainer,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintainer,,,,,,,,mantenedor,,,,responsável pela manutenção,,,,сопроводитель||разработчик,,,,,,,,,,,,,,,,супровідник,,maintainer,,,,,,,,,,维护者,,,,,,,
man page||man pages,noun,A manual page.,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,página man||páginas man,"Não usar ""página de manual"", seguindo a tradução adotada no pacote man-db (man page = página man, e manual page = página de manual)",,,página do manual||páginas do manual||páginas de manual||página de manual,,,,справочная страница||справочник,,,,,,,,,,,,,,,,довідкова сторінка,,man page||man pages,,,,,,,,,,手册页面,,,,,,,
manager,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マネージャ,,,,,,매니저,,,,,,,,,,,,,,,,,,,,,,,,,,,,menedżer,,,,,,,,gerente||gerenciador,,,,gestor||acompanhamento,,,,менеджер,,,,,,,,,,,,,,,,,,manager,,,,,,,,,,管理器,,,,,,,
manner,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,方法,,,,,,방식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maneira,,,,maneira||forma,,,,манера,,,,,,,,,,,,,,,,,,manner,,,,,,,,,,方式,,,,,,,
